Date,mining/thermocap
2018-05-24,7575685808.728337
2018-05-25,7592211535.7907505
2018-05-26,7607416210.3220005
2018-05-27,7622457416.566445
2018-05-28,7636630390.619296
2018-05-29,7649334254.426067
2018-05-30,7665550577.225026
2018-05-31,7681526661.676415
2018-06-01,7697080367.394124
2018-06-02,7711535492.66079
2018-06-03,7727225843.9377
2018-06-04,7744587774.722596
2018-06-05,7761008041.219992
2018-06-06,7774993324.642387
2018-06-07,7788755988.289263
2018-06-08,7802597273.90645
2018-06-09,7816251531.686312
2018-06-10,7827621920.488048
2018-06-11,7839498043.901242
2018-06-12,7851807942.604367
2018-06-13,7863387320.954977
2018-06-14,7875882967.379977
2018-06-15,7888477299.78289
2018-06-16,7901979233.454071
2018-06-17,7914835652.697647
2018-06-18,7928284450.631675
2018-06-19,7941358127.875197
2018-06-20,7954357566.861848
2018-06-21,7968704335.657204
2018-06-22,7980748949.252863
2018-06-23,7993030133.252863
2018-06-24,8005922621.282551
2018-06-25,8018120845.76221
2018-06-26,8029446808.935715
2018-06-27,8038695945.251522
2018-06-28,8050662379.658119
2018-06-29,8061851559.457425
2018-06-30,8073100000.411876
2018-07-01,8084801073.165001
2018-07-02,8096193269.802501
2018-07-03,8105778936.52889
2018-07-04,8116830402.604584
2018-07-05,8128228497.678423
2018-07-06,8141481028.428423
2018-07-07,8154427597.020089
2018-07-08,8167913058.476339
2018-07-09,8179441882.721622
2018-07-10,8191623056.565505
2018-07-11,8202416741.776443
2018-07-12,8213419492.913422
2018-07-13,8224603281.451963
2018-07-14,8235007315.94606
2018-07-15,8245540982.815505
2018-07-16,8255336719.523838
2018-07-17,8269016298.988421
2018-07-18,8285114919.970713
2018-07-19,8300916106.333213
2018-07-20,8315220064.08356
2018-07-21,8327822975.813595
2018-07-22,8344776267.250748
2018-07-23,8360702832.341025
2018-07-24,8376728482.974359
2018-07-25,8394929573.784775
2018-07-26,8411833651.107692
2018-07-27,8428592110.356477
2018-07-28,8443423836.120366
2018-07-29,8460858502.037033
2018-07-30,8474495056.835851
2018-07-31,8489093810.06049
2018-08-01,8503343142.173805
2018-08-02,8517908817.871355
2018-08-03,8533350938.578541
2018-08-04,8549356879.968113
2018-08-05,8563414691.038732
2018-08-06,8574910491.674182
2018-08-07,8588155039.226831
2018-08-08,8600878975.893959
2018-08-09,8612841029.219643
2018-08-10,8626889360.305447
2018-08-11,8640111681.622494
2018-08-12,8652389747.680073
2018-08-13,8664349583.012192
2018-08-14,8674703093.514606
2018-08-15,8687560861.089064
2018-08-16,8700135545.383951
2018-08-17,8712454443.269476
2018-08-18,8725411293.46516
2018-08-19,8737054401.58849
2018-08-20,8749184965.640406
2018-08-21,8761065264.810347
2018-08-22,8774329668.144064
2018-08-23,8786364968.02436
2018-08-24,8798337089.28386
2018-08-25,8809700067.364788
2018-08-26,8824183703.713287
2018-08-27,8839762061.25235
2018-08-28,8853136913.919754
2018-08-29,8865403724.722944
2018-08-30,8878796962.790764
2018-08-31,8892336660.877916
2018-09-01,8905756128.890858
2018-09-02,8918788793.655111
2018-09-03,8931863202.476242
2018-09-04,8943402447.71011
2018-09-05,8955206955.80299
2018-09-06,8967329398.670467
2018-09-07,8979662070.927341
2018-09-08,8991701677.941765
2018-09-09,9004598920.245039
2018-09-10,9015273887.51334
2018-09-11,9026432538.743395
2018-09-12,9039682201.7415
2018-09-13,9051632678.362022
2018-09-14,9062382882.497103
2018-09-15,9073805038.744223
2018-09-16,9085100056.736256
2018-09-17,9095931539.605583
2018-09-18,9107149898.455925
2018-09-19,9119550743.215502
2018-09-20,9131924859.59914
2018-09-21,9143916532.690174
2018-09-22,9156920754.717287
2018-09-23,9169509453.734287
2018-09-24,9181807686.078161
2018-09-25,9195418511.651182
2018-09-26,9206689573.636274
2018-09-27,9218376851.149366
2018-09-28,9231234988.141935
2018-09-29,9243712733.095818
2018-09-30,9257165340.270908
2018-10-01,9270204692.040924
2018-10-02,9281467754.789644
2018-10-03,9293240832.125404
2018-10-04,9305577918.491333
2018-10-05,9316270719.087965
2018-10-06,9326586659.106565
2018-10-07,9338278061.15345
2018-10-08,9349457127.51165
2018-10-09,9360237356.77252
2018-10-10,9372084494.655575
2018-10-11,9384620147.822592
2018-10-12,9394998782.451403
2018-10-13,9406071035.695984
2018-10-14,9415073355.649551
2018-10-15,9428347475.820507
2018-10-16,9439481521.612484
2018-10-17,9450792430.556215
